Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Charge Group Description,Arrest Type Code,Charge Description,Address,Cross Street,Location
5485057,11/30/2018,840,1,Central,155,38,M,Burglary,F,BURGLARY,6TH                          ST,WALL                         ST,"(34.0435, -118.2471)"
5485873,12/1/2018,1350,20,Olympic,2076,37,M,Other Assaults,M,BATTERY ON PO/EMERGENCY PERSONNEL W/O INJ,PICO                         BL,BERENDO                      ST,"(34.0473, -118.2936)"
5488322,12/4/2018,1530,20,Olympic,2029,26,M,Miscellaneous Other Violations,F,DAMAGE PROPERTY,4TH,SHATTO,"(34.067, -118.2899)"
5492070,12/9/2018,1847,20,Olympic,2039,33,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,2800    LEEWARD                      AV,,"(34.0588, -118.2842)"
5493854,12/11/2018,2020,13,Newton,1363,39,F,Weapon (carry/poss),F,CARRY CONCEALED WEAPON IN VEHICLE,AVALON,51ST                         ST,"(33.9966, -118.2652)"
5497380,12/15/2018,2120,7,Wilshire,706,36,M,Weapon (carry/poss),F,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,MELROSE,HIGHLAND,"(34.0835, -118.3386)"
5497391,12/15/2018,2120,7,Wilshire,706,27,M,Weapon (carry/poss),M,PERMIT ANOTHER BRING LOADED F/ARM IN VEH,MELROSE                      AV,HIGHLAND                     AV,"(34.0835, -118.3386)"
5502338,12/21/2018,1810,20,Olympic,2019,26,M,Miscellaneous Other Violations,F,ARSON OF PROPERTY,100 S  VERMONT                      AV,,"(34.0728, -118.2917)"
5504278,12/24/2018,1000,14,Pacific,1415,27,M,Burglary,F,BURGLARY,900    VERNON                       AV,,"(33.9997, -118.4645)"
5495660,12/13/2018,2155,13,Newton,1394,21,M,Robbery,F,ROBBERY,66TH                         ST,MAIN                         ST,"(33.9797, -118.2739)"
5491305,12/8/2018,1645,3,Southwest,357,42,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1300 W  35TH                         ST,,"(34.0246, -118.2975)"
5504693,12/24/2018,2237,20,Olympic,2033,37,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,8TH,HOBART,"(34.0577, -118.3053)"
5505591,12/26/2018,1850,12,77th Street,1283,39,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,CENTURY,WESTERN,"(33.9455, -118.309)"
5508766,12/30/2018,730,13,Newton,1383,26,F,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,62ND                         ST,MAIN,"(33.9833, -118.2739)"
5510966,1/2/2019,1600,3,Southwest,358,24,M,Robbery,F,ATTEMPT - ROBBERY,JEFFERSON                    BL,HOOVER,"(34.0237, -118.284)"
5511040,1/2/2019,2125,6,Hollywood,645,41,M,Weapon (carry/poss),F,CARRY CONCEALED WEAPON IN VEHICLE,LA BREA                      BL,SUNSET                       BL,"(34.098, -118.3441)"
5511066,1/2/2019,2255,6,Hollywood,645,31,M,Other Assaults,F,TERRORIZE CAUSING FEAR,HOLLYWOOD                    BL,HIGHLAND                     AV,"(34.1016, -118.3387)"
5511360,1/3/2019,116,7,Wilshire,717,39,M,Driving Under Influence,F,DUI ALCOHOL CAUSING INJURY,400 N  LA BREA                      AV,,"(34.0783, -118.3441)"
5511474,1/3/2019,606,12,77th Street,1251,21,F,Burglary,F,BURGLARY,7300    VICTORIA                     AV,,"(33.9736, -118.333)"
5513054,1/4/2019,1900,12,77th Street,1215,43,M,Other Assaults,F,TERRORIZE CAUSING FEAR,1200 W  57TH                         ST,,"(33.991, -118.2958)"
5513363,1/5/2019,1155,18,Southeast,1824,32,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",9200 S  CENTRAL                      AV,,"(33.9532, -118.2564)"
5513707,1/5/2019,1600,14,Pacific,1487,24,F,Forgery/Counterfeit,F,FORGERY EXCEEDING $950 NOT CHECK/BOND ETC,8900 S  SUPLVEDA,,"(33.9575, -118.3916)"
5513796,1/5/2019,2100,14,Pacific,1494,25,F,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,IMPERIAL,MAIN                         ST,"(33.9314, -118.416)"
5516753,1/9/2019,1545,14,Pacific,1472,34,M,Moving Traffic Violations,F,HIT AND RUN CAUSING INJURY/DEATH,MANCHESTER,SARAN                        DR,"(33.9619, -118.4455)"
5516953,1/9/2019,1830,21,Topanga,2169,24,M,Miscellaneous Other Violations,O,PROBATION VIOLATION,VICTORY,WINNETKA,"(34.1857, -118.5709)"
5517607,1/10/2019,930,13,Newton,1352,27,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,100 E  45TH                         ST,,"(34.0029, -118.274)"
5519872,1/13/2019,730,3,Southwest,325,29,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",1500 W  28TH                         ST,,"(34.0296, -118.2937)"
5522384,1/16/2019,1050,3,Southwest,305,55,M,Burglary,F,ATTEMPT - BURGLARY,ADAMS,VINEYARD,"(34.0326, -118.3434)"
5523557,1/18/2019,150,7,Wilshire,784,35,M,Driving Under Influence,F,DUI ALCOHOL CAUSING INJURY,WASHINGTON                   BL,REDONDO                      ST,"(34.0412, -118.3528)"
5524462,1/18/2019,2350,7,Wilshire,705,32,M,Moving Traffic Violations,F,HIT AND RUN CAUSING INJURY/DEATH,GENESSEE                     AV,WILLOUGHBY,"(34.0846, -118.3464)"
5524578,1/19/2019,405,1,Central,162,31,M,Vehicle Theft,F,ATTEMPT GRAND THEFT AUTO,8TH                          ST,FLOWER                       BL,"(34.0473, -118.2601)"
5526503,1/21/2019,2255,14,Pacific,1437,44,F,Other Assaults,F,TERRORIZE CAUSING FEAR,VENICE                       BL,TULLER                       AV,"(34.0123, -118.4184)"
5526859,1/22/2019,1000,14,Pacific,1494,30,M,Sex (except rape/prst),M,SEXUAL BATT-TOUCH INTIMATE PART OF OTHER,400    WORLD WAY                    WY,,"(33.942, -118.4095)"
5527749,1/23/2019,550,3,Southwest,397,20,M,Burglary,F,BURGLARY,MARTIN LUTHER KI,BUDLONG,"(34.0073, -118.298)"
5530095,1/25/2019,1645,14,Pacific,1494,33,M,Other Assaults,F,BATTERY ON CUSTODIAL OFFICER/FIREFIGHTER/,300    WORLD                        WY,,"(33.944, -118.4073)"
5519845,1/12/2019,2135,3,Southwest,359,36,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",39TH,GRAND,"(34.0167, -118.2811)"
5520540,1/13/2019,2310,18,Southeast,1822,23,F,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,FIGUEROA                     BL,CENTURY                      BL,"(33.9456, -118.2826)"
5529138,1/24/2019,1623,20,Olympic,2029,26,M,Miscellaneous Other Violations,F,DEFACE PROPERTY,500    SHATTO                       PL,,"(34.0652, -118.2899)"
5532169,1/27/2019,2200,2,Rampart,256,18,M,Burglary,F,BURGLARY,BONNIE BRAE                  AV,JAMES M WOOD                 BL,"(34.0565, -118.2724)"
5533573,1/29/2019,1510,12,77th Street,1257,49,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,GRAND                        AV,78TH                         ST,"(33.9689, -118.2803)"
5536431,2/1/2019,750,6,Hollywood,631,23,F,Other Assaults,F,OBSTRUCT/RESIST EXECUTIVE OFFICER,DOHENY                       DR,SAINT IVES                   DR,"(34.0938, -118.3922)"
5538076,2/3/2019,2025,3,Southwest,321,28,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,5700    BOWESFIELD                   ST,,"(34.0231, -118.3692)"
5540588,2/6/2019,1640,3,Southwest,356,41,F,Aggravated Assault,F,ASSAULT LIKELY TO PRODUCE GBI,WESTERN                      AV,JEFFERSON                    BL,"(34.0256, -118.3089)"
5541385,2/7/2019,1510,12,77th Street,1245,41,M,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,6400 S  VERMONT                      AV,,"(33.9751, -118.2918)"
5541664,2/8/2019,200,12,77th Street,1259,29,F,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,FLORENCE                     AV,MCKINLEY                     AV,"(33.9748, -118.2614)"
5542198,2/8/2019,1040,12,77th Street,1249,31,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,63RD                         PL,ESTRELLA                     AV,"(33.9819, -118.2848)"
5542653,2/8/2019,2350,6,Hollywood,636,26,M,Narcotic Drug Laws,F,POSSESS/PURCHASE CONTROLLED SUBS FOR SALE,1700 N  HIGHLAND                     AV,,"(34.1016, -118.3387)"
5544138,2/11/2019,231,14,Pacific,1494,41,M,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,WESTCHESTER,SEPULVADA,"(33.942, -118.4095)"
5545440,2/12/2019,1130,19,Mission,1913,43,M,Vehicle Theft,F,GRAND THEFT AUTO/HORSE/ETC,DE GARMO                     AV,KADOTA                       ST,"(34.3089, -118.4613)"
5545732,2/12/2019,2130,17,Devonshire,1721,48,F,Other Assaults,M,BATTERY ON NONCOHABITATING FORMER SPOUSE,TOPANGA CANYON               BL,REGAN                        FY,"(34.2661, -118.6153)"
5546186,2/13/2019,750,12,77th Street,1248,24,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,MENLO,69TH                         ST,"(33.9773, -118.2892)"
5547397,2/14/2019,2025,7,Wilshire,724,22,M,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,100    THE GROVE                    DR,,"(34.0761, -118.3563)"
5547704,2/14/2019,2355,14,Pacific,1494,27,F,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,400    WORLD                        WY,,"(33.9433, -118.4072)"
5549488,2/17/2019,425,1,Central,166,68,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",600 S  SAN PEDRO                    ST,,"(34.0421, -118.2469)"
5550890,2/19/2019,550,18,Southeast,1822,35,M,Burglary,F,BURGLARY,100 E  104TH                        ST,,"(33.9469, -118.2772)"
5551051,2/19/2019,1130,1,Central,122,38,F,Driving Under Influence,M,DRUNK DRIVING .10 OR ABOVE,100 N  HILL                         ST,,"(34.0572, -118.2481)"
5551353,2/19/2019,1325,14,Pacific,1494,51,M,Weapon (carry/poss),F,CARRY CONCEALED ON PERSON DIRK OR DAGGER,300    WORLD WAY,,"(33.944, -118.4073)"
5551595,2/19/2019,1605,20,Olympic,2033,38,M,Weapon (carry/poss),F,CARRY CONCEALED ON PERSON DIRK OR DAGGER,700 S  HARVARD                      BL,,"(34.0581, -118.3066)"
5530867,1/26/2019,1745,18,Southeast,1832,64,F,Other Assaults,F,TERRORIZE CAUSING FEAR,400 W  105TH                        ST,,"(33.941, -118.2805)"
5536950,2/2/2019,125,18,Southeast,1842,20,M,Weapon (carry/poss),F,CARRY CONCEALED WEAPON IN VEHICLE,200 E  112TH                        ST,,"(33.933, -118.2717)"
5532342,1/28/2019,820,12,77th Street,1265,40,F,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,NORMANDIE,83RD                         ST,"(33.9637, -118.3003)"
5535625,1/31/2019,1945,13,Newton,1391,26,F,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,BROADWAY,FLORENCE,"(33.9747, -118.2783)"
5537577,2/2/2019,2120,3,Southwest,334,20,M,Homicide,F,MURDER:FIRST DEGREE:SHOOT FROM VEHICLE,28TH                         ST,CRENSHAW                     ST,"(34.0312, -118.3351)"
5533782,1/29/2019,2100,18,Southeast,1824,30,M,Miscellaneous Other Violations,F,STALKING IN VIOL OF TEMP RESTRAIN ORDER,700 E  97TH                         ST,,"(33.9484, -118.263)"
5552128,2/20/2019,1230,19,Mission,1993,32,F,Robbery,F,ROBBERY,LANARK,SEPULVEDA,"(34.2179, -118.4659)"
5552197,2/20/2019,1240,3,Southwest,355,24,F,Miscellaneous Other Violations,F,DEFACE PROPERTY,MIDDLETON                    PL,WESTERN,"(34.0219, -118.3133)"
5552491,2/20/2019,2140,1,Central,156,34,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",6TH                          ST,SAN JULIAN                   ST,"(34.0428, -118.2461)"
5554474,2/22/2019,1640,19,Mission,1918,30,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",13100    FOOTHILL                     BL,,"(34.2978, -118.4198)"
5555243,2/23/2019,1740,20,Olympic,2076,19,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",1700 S  VERMONT                      AV,,"(34.0436, -118.296)"
5556044,2/24/2019,1130,19,Mission,1902,24,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,RYAN                         ST,DRONFIELD,"(34.315, -118.4496)"
5556291,2/24/2019,1905,14,Pacific,1412,24,F,Burglary,F,BURGLARY,00    NORTHSTAR,,"(33.9933, -118.4765)"
5556959,2/25/2019,1240,1,Central,128,21,M,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,2ND,CENTRAL,"(34.0472, -118.2385)"
5557178,2/25/2019,1330,3,Southwest,356,13,F,,O,,3700 S  HARVARD                      BL,,"(34.02, -118.3062)"
5557194,2/25/2019,1800,4,Hollenbeck,438,10,F,Non-Criminal Detention,D,FAIL PROTECT CHILD FROM SEXUAL ABUSE,2100    BRAWLEY                      ST,,"(34.0679, -118.178)"
5557277,2/25/2019,2015,12,77th Street,1249,19,M,Vehicle Theft,F,GRAND THEFT AUTO/HORSE/ETC,FLORENCE,DENVER,"(33.9747, -118.2838)"
5558953,2/27/2019,1435,20,Olympic,2054,26,F,Vehicle Theft,F,GRAND THEFT AUTO/HORSE/ETC,NORMANDIE                    AV,SAN MARINO                   ST,"(34.0545, -118.3003)"
5559362,2/28/2019,315,3,Southwest,354,39,M,Moving Traffic Violations,F,EVADE PO:DISREGARD SAFETY,36TH                         ST,8TH                          AV,"(34.023, -118.326)"
5559730,2/28/2019,1100,18,Southeast,1824,40,M,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,AVALON                       BL,95TH                         ST,"(33.9502, -118.2651)"
5559756,2/28/2019,1300,1,Central,155,41,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",500 S  LOS ANGELES                  ST,,"(34.0461, -118.2476)"
5559933,2/28/2019,1830,6,Hollywood,637,50,M,Robbery,F,ROBBERY,6200    HOLLYWOOD                    BL,,"(34.103, -118.3225)"
5560321,2/28/2019,2020,20,Olympic,2055,21,F,Miscellaneous Other Violations,F,AGGRAVATED ARSON,1100 S  NORMANDIE                    AV,,"(34.0509, -118.3)"
5560835,3/1/2019,1445,6,Hollywood,646,53,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,SUNSET,VINE,"(34.098, -118.3267)"
5560844,3/1/2019,1445,6,Hollywood,646,45,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,SUNSET,VINE,"(34.098, -118.3267)"
5560847,3/1/2019,1345,18,Southeast,1827,33,M,Miscellaneous Other Violations,F,DISOBEY DOMESTIC RELATIONS CRT ORDER W/PR,9500    ANZAC                        AV,,"(33.9506, -118.2374)"
5560984,3/1/2019,1515,21,Topanga,2118,24,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,20100    ROSCOE                       BL,,"(34.2202, -118.571)"
5561553,3/2/2019,220,19,Mission,1961,25,M,Vehicle Theft,M,TAKE VEHICLE W/O OWNER'S CONSENT,PLUMMER,ORION,"(34.2428, -118.4719)"
5562197,3/3/2019,615,20,Olympic,2033,28,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",WILSHIRE                     BL,OXFORD,"(34.0617, -118.3078)"
5562592,3/3/2019,1530,13,Newton,1391,27,M,Weapon (carry/poss),F,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,300 W  63RD                         PL,,"(33.9818, -118.2783)"
5562594,3/3/2019,1350,20,Olympic,2015,51,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,200 N  KENMORE                      AV,,"(34.0746, -118.2966)"
5561991,3/2/2019,1945,18,Southeast,1832,31,F,Aggravated Assault,F,ADW W/FIREARM,104TH,OLIVE,"(33.9419, -118.2794)"
5552781,2/21/2019,730,14,Pacific,1494,35,M,Weapon (carry/poss),F,CARRYING CONCEALED WEAPON UPON PERSON,200    WORLD WAY,,"(33.9449, -118.4059)"
5562739,3/3/2019,1800,20,Olympic,2093,50,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1900 S  HARVARD                      BL,,"(34.04, -118.3043)"
5563367,3/4/2019,800,19,Mission,1912,29,M,Burglary,F,BURGLARY,13300    RALSTON                      AV,,"(34.3128, -118.4729)"
5563664,3/4/2019,2140,19,Mission,1974,27,M,Moving Traffic Violations,F,EVADE PO:DISREGARD SAFETY,WILLIS,NORDHOFF,"(34.2355, -118.4553)"
5564150,3/5/2019,1030,12,77th Street,1241,45,M,Burglary,F,BURGLARY,CRENSHAW                     AV,67TH                         ST,"(33.9782, -118.3309)"
5564601,4/22/2019,1950,18,Southeast,1834,16,M,Moving Traffic Violations,F,EVADE PO:DISREGARD SAFETY,CLOVIS                       ST,118TH                        ST,"(33.9398, -118.2611)"
5564740,3/6/2019,40,12,77th Street,1241,26,F,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",3500    HYDE PARK                    BL,,"(33.9806, -118.3338)"
5565464,3/6/2019,2250,20,Olympic,2069,28,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",2200 W  PICO                         BL,,"(34.0499, -118.2879)"
5565686,3/6/2019,2355,11,Northeast,1138,37,M,Aggravated Assault,F,ADW PO/FIREMAN W/O FIREARM/GBI,MOUNT ANGELUS,YORK                         BL,"(34.1159, -118.1848)"
5566073,3/7/2019,1240,3,Southwest,362,17,M,Miscellaneous Other Violations,F,DAMAGE PROPERTY,COLISEUM,MARTIN LUTHER KI             BL,"(34.017, -118.3477)"
5566092,3/7/2019,1100,18,Southeast,1802,21,F,Forgery/Counterfeit,F,FALSE PERSONATE:SPEC CIRC,92ND                         ST,FIGUEROA,"(33.9528, -118.2827)"
5566220,3/7/2019,1545,13,Newton,1352,14,F,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",4600 S  MAIN                         ST,,"(34.002, -118.274)"
5566337,3/7/2019,1915,4,Hollenbeck,464,3,M,Non-Criminal Detention,D,"PARENT IN CUSTODY, NO CARETAKER AVAILABLE",2100 E  1ST                          ST,,"(34.0449, -118.2137)"
5566339,3/7/2019,1915,4,Hollenbeck,464,2,M,Non-Criminal Detention,D,"PARENT IN CUSTODY, NO CARETAKER AVAILABLE",2100 E  1ST                          ST,,"(34.0449, -118.2137)"
5566970,3/8/2019,1142,20,Olympic,2055,29,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1100    FEDORA                       ST,,"(34.0509, -118.2979)"
5567225,3/8/2019,1020,14,Pacific,1466,20,M,Burglary,F,BURGLARY,7200    ARIZONA                      AV,,"(33.9755, -118.396)"
5567546,3/8/2019,2205,12,77th Street,1265,26,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,MANCHESTER,RAYMOND,"(33.96, -118.2976)"
5567726,3/9/2019,340,2,Rampart,266,25,M,Robbery,F,ROBBERY,7TH,BONNIE BRAE,"(34.0554, -118.2745)"
5567735,3/9/2019,340,2,Rampart,266,32,M,Robbery,F,ROBBERY,7TH                          ST,BURLINGTON,"(34.055, -118.2735)"
5568288,3/9/2019,2150,9,Van Nuys,971,31,M,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,15300    VENTURA                      BL,,"(34.1564, -118.463)"
5568577,3/10/2019,120,3,Southwest,356,49,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1500 W  35TH                         ST,,"(34.0246, -118.3031)"
5568604,3/10/2019,400,6,Hollywood,646,20,F,Aggravated Assault,F,BATTERY W/GBI,HUDSON,HOLLYWOOD                    BL,"(34.0987, -118.3337)"
5568605,3/10/2019,30,20,Olympic,2058,41,M,Other Assaults,F,TERRORIZE CAUSING FEAR,2600    SAN MARINO,,"(34.055, -118.2842)"
5566925,3/8/2019,1100,12,77th Street,1267,23,M,Receive Stolen Property,F,RECEIVING KNOWN STOLEN PROPERTY >$950,900 W  84TH                         ST,,"(33.9624, -118.2893)"
5567334,3/8/2019,1615,12,77th Street,1245,28,M,Receive Stolen Property,F,RECEIVING KNOWN STOLEN PROPERTY >$950,VERMONT                      AV,68TH                         ST,"(33.9779, -118.2918)"
5563648,3/4/2019,2130,20,Olympic,2091,49,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,WESTERN,20TH,"(34.0389, -118.309)"
5566529,3/7/2019,2320,6,Hollywood,659,24,F,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,HARVARD,DELONGPRE,"(34.0966, -118.3049)"
5568617,3/9/2019,2015,6,Hollywood,646,29,M,Narcotic Drug Laws,F,POSSESSION MARIJUANA FOR SALE,CHEROKEE,HOLLYWOOD,"(34.1016, -118.335)"
5568623,3/9/2019,2015,6,Hollywood,646,27,M,Weapon (carry/poss),F,CARRY CONCEALED WEAPON IN VEHICLE,CHEROKEE,HOLLYWOOD,"(34.1016, -118.335)"
5568629,3/9/2019,2015,6,Hollywood,646,25,M,Narcotic Drug Laws,F,POSSESSION MARIJUANA FOR SALE,CHEROKEE,HOLLYWOOD,"(34.1016, -118.335)"
5568781,3/10/2019,1300,19,Mission,1987,45,M,Vehicle Theft,F,GRAND THEFT AUTO/HORSE/ETC,14200    GRAMMAR                      PL,,"(34.2279, -118.4423)"
5569077,3/10/2019,2250,18,Southeast,1801,41,M,Weapon (carry/poss),F,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,87TH,VERMONT,"(33.9555, -118.2871)"
5569248,3/11/2019,330,9,Van Nuys,984,51,M,Miscellaneous Other Violations,F,CONSPIRACY TO COMMIT ANY CRIME,14800    SUTTON                       ST,,"(34.1482, -118.4561)"
5569259,3/11/2019,330,9,Van Nuys,984,23,M,Larceny,F,BURGLARY FROM VEHICLE,14800    SUTTON                       ST,,"(34.1482, -118.4561)"
5569271,3/11/2019,330,9,Van Nuys,984,25,F,Miscellaneous Other Violations,F,CONSPIRACY TO COMMIT ANY CRIME,14800    SUTTON                       ST,,"(34.1482, -118.4561)"
5569284,3/11/2019,330,9,Van Nuys,984,21,F,Miscellaneous Other Violations,F,CONSPIRACY TO COMMIT ANY CRIME,14800    SUTTON                       ST,,"(34.1482, -118.4561)"
5570732,3/12/2019,1930,13,Newton,1362,67,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,100 E  51ST                         ST,,"(33.9965, -118.274)"
5571074,3/12/2019,2200,18,Southeast,1863,29,F,Weapon (carry/poss),F,CARRY CONCEALED WEAPON IN VEHICLE,IMPERIAL                     HY,AVALON,"(33.931, -118.2652)"
5571410,3/13/2019,906,20,Olympic,2023,25,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,HARVARD,4TH                          ST,"(34.0672, -118.3041)"
5571797,3/13/2019,1505,11,Northeast,1115,37,M,Burglary,F,BURGLARY,COLORADO                     BL,EAGLE ROCK                   BL,"(34.1391, -118.2141)"
5571907,3/13/2019,1945,19,Mission,1911,26,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,ROXFORD,SAN FERNANDO,"(34.31, -118.4732)"
5572011,3/13/2019,2130,3,Southwest,315,49,M,Sex (except rape/prst),F,SEXT ACT W/CHILD UNDER 10 YRS OF AGE,2600 S  MANHATTAN                    PL,,"(34.0327, -118.3101)"
5572060,3/14/2019,300,5,Harbor,563,26,F,Aggravated Assault,F,CRUEL TO CHILD LIKELY TO PROD GBI/DEATH,900 W  18TH                         ST,,"(33.7279, -118.2968)"
5572412,3/14/2019,1415,14,Pacific,1494,28,M,Receive Stolen Property,F,POSS STOLEN VEH/VES/ETC,200    WORLD WAY,,"(33.9449, -118.4059)"
5572436,3/14/2019,1340,14,Pacific,1465,38,M,Receive Stolen Property,F,RECEIVING KNOWN STOLEN PROPERTY >$950,ALBERTA                      DR,RANDALL                      ST,"(33.9857, -118.4114)"
5572697,3/14/2019,1140,7,Wilshire,732,58,M,Aggravated Assault,F,CAUSE HARM/DEATH OF ELDER/DEPEND ADULT,6400    ORANGE                       ST,,"(34.0648, -118.3681)"
5572776,3/14/2019,1815,18,Southeast,1801,27,F,Aggravated Assault,F,BATTERY W/GBI,92ND                         ST,VERMONT,"(33.9528, -118.2915)"
